@relation tweets

@attribute TweetText string
@attribute sentiment {negative,irrelevant,neutral,positive}

@data
'I made a reservation and yet I still have to wait in line Humpt Oh apple Apple Store w others',negative
'Laundering Aris iPhone not my finest moment But after drying in bag of organic rice for days it booted up apple',positive
'No pierdan la oportunidad de registrarse al evento gratuito de Lanzamiento de Microsoft Dynamics AX regstrese',irrelevant
'Android Google Samsung Galaxy Nexus official handson Video DhilipSiva',neutral
'Cyruss wpcentral I think theyre referring to the obvious partnership between Microsoft and Nokia aka Bing and Navteq',neutral
'RT mattimooz Im at microsoft and been served cake for lunch ok not just cake but its definitely involved You live a good life bennuk',neutral
'Hoy Foursquare y Google me patearon las pelotas',irrelevant
'anyone else stuck in duped calendarmailbattery sucking apple hell iCloud and OSX Lion are a disappointment',negative
'apple why isnt my iTunes updating I just wanna update my iPhone to IOS Then iTunes says that it needs to update to do it Then fails',negative
'Boa noite Twitter',neutral
'apple If you want to know what customers think dont send updates with the noreply return address Who invented that anyway useless',negative
'Que es Android Beam Una nueva forma que presenta Google para compartir contenido solo juntar los telfonos y pasar la informacin',irrelevant
'Cerulean is the most advanced ERP cloud for hosted dynamics microsoft dynamics',neutral
'Bien repens lapp photo nexusprime google android avec laperu direct',irrelevant
'Android Google Download Android Ice Cream Sandwich SDK System Dump DhilipSiva',neutral
'APPLE Wow MOTOROLA Just crushed your dreams',negative
'Microsoft details Search improvements in Windows Start Screen',positive
'Caractersticas Samsung Galaxy Prime con Android ICS ANDROIDVZLA android androidvzla google ICS',irrelevant
'Hinweis Linkbuilding Kurs kostenlos google',irrelevant
'Too many iPhones apple dcoult FirstWorldProblems',neutral
'sprint is slow slow slow beware when signing with SlowSprint apple iphone iphone iphones Siri android TheBufferingNetwork',neutral
'RT mixedchik Twitter Side Affects include Procrastination No Sleep Unable to Focus on ANYTHING Subtweeting RT TT and Low',negative
'if apple does not resolve the Siri network issues they will need to rename a great product to Sorri Who else is having issues',negative
'RT TheKase Do real thugs have twitter confusedbymytimeline Hell no',neutral
'Steve Ballmer slams Android microsoft steveballmer',neutral
'Microsofts Steve Ballmer attacks Android phones',neutral
'Thanks to Apple Covent Garden GeniusBar for replacing my MacBook keyboardcracked wristpad during my lunch break today out of warranty',positive
'i used to be with blackberry over yrs after all the disruptions and lost gigs thx to their service im moving to apple iphone',positive
'Apple Siri is down',negative
'Giovanettinico Ojo que JorgeHillcoat le esta metiendo con Twitter Lo veo entusiasmado Faltaria JokinImanol nada mas',irrelevant
'Developers Let Microsoft Market Your App for Windows Phone wp wpdev windowsphone Microsoft Marketplace',neutral
'Getting some blank rows in my Twitter feed on the website Are you',neutral
'RT Itskcheese some stuff you only find on TWITTER lolz',neutral
'RT marcoagnoli Domani a SMAU con Microsoft si parla di HTML Kinect SDK WebMatrix Private Cloud e ci sono i lab su Azure htt',irrelevant
'tomcolontonio apple EPICFAIL',negative
'RT nedraallmond WSPSanDiego Kickoff tomorrow at San Diego Microsoft Store at pm wspwest',neutral
'RT TheCloudNetwork Microsoft Cloud Steve Ballmer At Web Microsoft CEO Disses Android iPhone According to GeekWire Ba http',neutral
'le nfc intgr aussi dans nexus google android',irrelevant
'Com milhes de mensagens dirias Twitter cogita pagar por tutes Twitter via idgnow',irrelevant
'Microsoft builds a functioning holodesk to interact with digital items uncategorized',neutral
'My twitter age is year days hours minutes seconds Find out yours at twittertime',neutral
'alegarcia Feliz aniversario Que sean muy felices juntos y que cumplan muchos aos mas Jajaja twitter',irrelevant
'The new Samsungnexus and OS make the iPhones look like an old bag phone Nice job Google and Samsung',positive
'ALRIGHT Im going to sleep GoodNight Twitter',neutral
'Now really google how hypocritical is this analytics',negative
'Top de pginas web en las que invertimos ms tiempo los espaoles via trecebits microsoft tic',irrelevant
'Wow android ics lots of uh uh uh uh talk going on forsure not a microsoft mango launch were people have public speaking skills',positive
'WowRT fmlopez Microsoft trabaja en tecnologa con la que cualquier superficie podr ser usada como pantalla tctil',irrelevant
'I wonder if Apple OSX will get builtin Twitter support like iOS That would be very helpful at the moment',neutral
'twitter Im off to bed with two crazy pups lovethem',neutral
'Crissp Si voz aunque sea solo twitter el facebook no importa tanto',irrelevant
'Chrome Experiment WebGL Bookcase biblioteca infinita de Google Books Google Chrome GoogleChrome Software',irrelevant
'Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday',neutral
'Im an iOs user but the ICS is awesome great job google',positive
'got the new apple update',neutral
'Bill Gates jumps over chairs during interviews BillGates microsoft parkour cheatedabit',neutral
'Apple to shut stores Cmon Only Wednesday for SteveJobs memorial',neutral
'slecluyse In iedere lesplaats komen er bluescreens Microsoft',irrelevant
'If you need to modify your payment details that are on your phone for the Android Market go here Google',neutral
'Microsoft Silverlight v amp v RC fanStenl via pryourblog',irrelevant
'New microsoft WindowsLiveBook V Mobile Video GraphicsWorkstation',neutral
'ThatsDisrespectful Like using Google to search for Bing',neutral
'AsimRang apple umber the podcasts feature works just fine music purchasing is straight forward what else do you want',neutral
'Technology StartUp Britain Week Attracting Customers With SEO and PPC microsoft',neutral
'RT twandroid Nouveau lockscreen cran de dverrouillage la Honeycomb google nexusprime',irrelevant
'alrite back to this lab report Later Twitter',neutral
'twitter is a fad Was addicted now I dont rly care',negative
'Ballmer Microsoft Beating Google in the Cloud via gigaom',neutral
'Twitter Thank youRead those great tweetshelps live better Bows',neutral
'La visin de Microsoft Research sobre el control tctil de dispositivos',irrelevant
'android google',irrelevant
'Microsoft CEO Steve Ballmer anatusi Android aiii',irrelevant
'Mommygaga Win an Apple iPod Touch Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
'MauroGarcia dale oksolo twitter',neutral
'Il ny a pas qu la maison que windows plante D bug BSOD microsoft plantage lieuxpublics',irrelevant
'Samsung google nexus',neutral
'Microsoft Lync crash issue on Mac OS X Fixed',negative
'Anyone in twitter land know if retweets are broken Havent seen any since Tuesday',negative
'Google Samsung unveil Galaxy Nexus phone running Android viaappleinsider tech google Dubai beirut',neutral
'Facebook facts algunos de lis primeros usuarios corporativos inclua a Microsoft y Mac',irrelevant
'Testing Windows Developer Preview microsoft',neutral
'Microsoft Cloud Microsoft Infosys Partner to Bring Cloud to Enterprises Speaking to CMSWire before the TCN',neutral
'Google Android IceCreamSandwich features ICS',neutral
'julioandres s es como el google de la piratera jajaja',irrelevant
'RT ZonaBinaria Nokia mostrar varios telfonos con Windows Phone la semana que viene noticias microsoft',irrelevant
'Microsoft SCVMM Session by virtualfat all u need to know about the new version eevc Register',neutral
'Wow Lots of negative comments about windows on the BuildWindows blog I sure hope Microsoft is listening keepthedesktop',negative
'Juelaa de verdd qe si me ahce fata twitter',irrelevant
'RT SQLServer Microsoft made many announcements at SQLPass Summit Read the blog post for a recap sqlserver s',neutral
'Twitter Facebook Google YouTube Msn Gmail OFF A dormir se ha dicho',irrelevant
'Yahoo Just received welcome letter to join TFS Preview Thanks Microsoft',neutral
'Should Microsoft and Google design their software for mobile devices with two screens',neutral
'RT AndroidTopNews Steve Ballmer Android is for computer science geeks News android google microsoft steveb',neutral
'ITConcern enige Microsoft dienstverlener in Gorinchem met Gold Silver statussen pinpoint Dat zegt genoeg',irrelevant
'Does anyone out there have some good online training or tips on using InforPath to build forms with rules Microsoft SharePoint',neutral
'RT SamsungMobileCA GALAXYNexus has arrived Samsung Google',positive
'solo google puede ponerle a un OS IceCreamSandwich',irrelevant
'jisuis geral nas festinha acha hype ficar s no telephone tc tc tc gentem d um tempo twitter biscates feios sms aloneinthedark',irrelevant
'El twitter ha cambiado mi vida',irrelevant
'rianru Google Samsung Android Ice Cream Sandwich',irrelevant
'BrianCrockerJr yeah it shows glad you have twitter',positive
'dryab Microsoft',irrelevant
'Google no compartir las consultas de bsquedas con otros sitios web',irrelevant
'That shit lame trynna fuck with somebody through a DM on twitter thoo',neutral
'wasnt impressed with the iPhoneS and now not impressed with the GalaxyNexus so lets see what Nokia Microsoft have to offer',neutral
'Samsung Google Android',irrelevant
'yoconfieso que llevo dias fuera de twitter y mi vida no ha sido la misma Los extran',irrelevant
'Android Ice Cream Sandwich adds Face Unlock feature Tech google',neutral
'Screened by RepRisk Microsoft will undergo trial for its alleged anticompetitive practices Microsoft',negative
'RT FTTank Voici un trs bon rsum de lannonce du GalaxyNexus de Google',irrelevant
'Galaxy Nexus Promotion Video samsung google android ics smartphone',neutral
'iPads Replace Bound Playbooks on Some NFL Teams apple nytimes',positive
'Hey apple if you send me a free iPhone any version will do I will publicly and ceremoniously burn my BlackBerry',positive
'Partner with apple Id pay for aniBulb quotwashingtonpost Would you pay for this lightbulb',irrelevant
'Google Ice Cream Sandwich Android a handson screenshot gallery',neutral
'RT stuartmiles via pocketlint moto google android',neutral
'Check this video out Steve Ballmer We were lucky not to buy Yahoo ALALUYA microsoft yahoo SteveBallmer',neutral
'Microsoft Cloud Infosys kicks off its cloud drive with Microsoft partnership Infosys has accelerated its TCN',neutral
'nette Fhrung durch die neuen Microsoft sterreich Bros gehabt Danke an Cornelia Knig dasneuearbeiten microsoft',irrelevant
'Lucha de Titanes Las tres mejores alternativas a Google Earth Linux',irrelevant
'Deux lignes sont affiches sur la premire page de GMail pour chaque mail un aperu en quelque sorte google nexusprime',irrelevant
'Desbloquear el telefono con reconocimiento facial vs la habilidad de interactuar con tu voz Apple vs Google',irrelevant
'You know what would be awesome If QVC sold apple iPads on easy pay yesplease',neutral
'wazeit macneo Bellissimo video Sono sempre pi convinto di prendere un Apple iPhone e gettare via il Nokia N che mi ritrovo',irrelevant
'no kidding thejabberwockey Also EricGreenspan dont forget Apple stop closing the app store after each bloody purchase',neutral
