sentiment,TweetText
"neutral","Microsoft Boxes Up Two New Xbox Holiday Bundles With the holiday season just around the"
"neutral","And thanks to TWITs AAA crew for the live coverage of the Google Samsung announcement"
"positive","I lovee Twitter swaag"
"positive","There is no social media without Twitter Who could be Twitterless"
"neutral","Job ICT System Administrator Windows GSI Consultants Zug Microsoft IT"
"irrelevant","majufedz EliasMM me retiro otro dia compartimos nuestras leccionesparalavida con el mundo de twitter jajaja"
"neutral","How to install Windows What to do before start Part via Pureinfotech win tech software backup microsoft"
"irrelevant","google Jeux dt robes du soir e empire Jeux dt robes Empire robe de soire robe d wikileaks"
"irrelevant","epicfail apple bij upgraden naar IOS instellingen kwijt en ebooks verloren het kost me dus geld zon upgrade WAARDELOOS"
"negative","I am so done with Att and apple s profitering and lack of customer service so fucking down with both"
"neutral","RT robakk Start your private cloud fast with the new HP VirtualSystem for Microsoft HP Microsoft HyperV Syste"
"irrelevant","Salut les twittos Un petit rsum de cet conf ICS GOOGLE"
"neutral","Microsoft are patenting applying personas of celebrities to Bing results"
"neutral","amaboura the entreprise version of Microsoft office is not available yet in Algeria i guess"
"irrelevant","aleExlima si voz lo que me perdi pero almenos lo disfrute twitter lo mejor"
"irrelevant","sail phoenix next stopgt after quimera rock apple house"
"negative","Reader Tronman compares SteveBallmer to an albatross around Microsofts neck Do you agree Join the discussion"
"neutral","Siri I could have done with out its not that great iPhoneS I hear the iPhone is coming out appleinc"
"positive","The iphones is amazing Siris voice recognition is absolutely a step above previous attempts Bravo apple"
"neutral","Kinect projector makes all surfaces touchscreen ar touch microsoft xbox gaming games"
"neutral","Google announces dates for IO"
"irrelevant","Das neue Google Galaxy Nexus haut mich nicht so sehr vom Hocker Ist meiner Meinung nach nur ein wenig besser als das SGS"
"neutral","Rumor New screen sizes specs coming to Windows Phones windowsphone microsoft A rumor has surfaced that sugg"
"neutral","iMessage is here wid iOS RIP BBM cultofmac apple"
"irrelevant","google Google anuncia Galaxy Nexus com Android"
"neutral","Follow whymicrosoft for insight on Microsoft solutions which drive productivity for people and their organizations"
"irrelevant","TwitTer Donde la gente Te confiesan Su Vida sin Preguntar Oo"
"positive","RT JamaicanIdler Lmao I think apple is onto something magical I am DYING haha Siri suggested where to find whores and where to h"
"neutral","Apple Y U NO LET ME PREORDER IPHONE S"
"irrelevant","RT ShariPaulKofax tomcastiglia Great job today Engaging presentations from HersheyTech Kofax and Collabware at the Microsoft T"
"neutral","Apple store dude i hear an accent where ru from me no from ct but ur not st tell me that dude maybe its"
"irrelevant","AsiaClassifiedToday Asian stocks rise on Europe debt plan hopes Belleville News Democrat asia google ads"
"neutral","Time for bed good night twitter"
"neutral","The competition Google introduces Android Ice Cream Sandwich and the Galaxy Nexus"
"negative","Seriously I have absolutely no offing clue what Apple means by authorization nor how to do it"
"positive","lt u microsoft"
"irrelevant","Ben ik de enige met serieuze bedenkingen Howest wordt proefschool konijn voor Microsoft Office"
"irrelevant","Steve Balmer a beau tre compltement barge il a parfois des discours qui font mouche Ici sur le Cloud Microsoft"
"irrelevant","TwitterSplitter Gottes Kindergarten Willkommen in der grten Irrenanstalt der Welt via Salecker"
"negative","WHERE THE HECK IS THE ANDROID SOURCE CODE WTF GOOGLE"
"irrelevant","Surfactants pdf ebook google"
"irrelevant","iPad iPad Generation generalberholt ab Apple"
"neutral","briannaa Pls let us know if you need help w music marketing promo We got Twitter Youtube on lock"
"irrelevant","hace unos das tena mensajes de email lo que ms quiero es leerlos todos acabo de ver y tengo y lo peor facebook twitter"
"negative","Ok Hindi keyboard in iOS is something to cheer about But apple what about support for missing Indian languages FAIL"
"irrelevant","tomcastiglia Great job today Engaging presentations from HersheyTech Kofax and Collabware at the Microsoft Tech Center in Irvine"
"irrelevant","ninguem desliga o g do celular giuchavez Olha aqui apple na proxima atualizaao eu quero um atalho pra ligardesligar a g Ok"
"neutral","robcollingridge Apple Google and with a URL that works"
"neutral","GForbz ma g wass good with you Didnt even kno you was on twitter when was the last time you touched down in the city"
"positive","This good here iPhone will do me VERY well today Thanks to the gods that are apple"
"positive","Very nice trivia game by Google Helps you use their search better"
"neutral","RT elearnnet microsoft edu Microsofts Kinect brings playful learning to the Xbox The Guardian"
"irrelevant","BuenDia Twitter Visite nuestra web y recomiendenos desde el boton tweet"
"negative","should be studying doing work but no Im hold with apple HURRY THE FUCK UP nopatience"
"neutral","chrispirillo Re twitter positive opinions vs negative"
"negative","Der iCloud I HATE U AND I HOPE YOU DIE YOU ARE THE WORST FUCKING INVENTION IN THE WORLD FUCK YOUUUUUUUUUUUU iCloud apple stevejobs"
"neutral","Swaagg me outt twitter"
"irrelevant","Bueno y ya dejen ese trasteo masivo de frases de twitter al facebook CREATIVIDAD GENTE CREEAAATIIIVIIIDAAAD"
"neutral","Love the template name Microsoft Everyone that does SharePoint go to your sites layoutsxslinternalxsl for a laugh"
"neutral","How to oranise and sort your emails with the categories feature in Microsoft Outlook"
"neutral","alliehooker Microsoft has the edge in its cloud integration across its different platforms Tablets still definitely lag behind though"
"neutral","And Apple I still have an old MBP from which I use which cant run Lion I still like to sync it"
"neutral","WOW that AmberCole video hit Google Im done haha"
"neutral","Told myself I was in the bed early tonite somehow I end up back in the computer lab on Twittersmh guess its the Gemini in me"
"irrelevant","P Gostei do novo sistema de reconhecimento facial do Android To forte que no liberou nem o dono do smartphone Google ICS"
"irrelevant","RT DanielEvilla ese poco de pensamientos y frases de manes en twitter son pura pendejadas me imagino que no cumplen con ninguno"
"irrelevant","MSXP Microsoft WindowsXP"
"neutral","Steve Ballmer slams Android microsoft steveballmer microsoft"
"irrelevant","Dropbox el servicio de almacenamiento en la nube por las nubes web microsoft tecnologia"
"neutral","KaeKaed Apple Here is an easy way to put Newsstand in a folder"
"neutral","The takeaway from the Apple earnings call Even Apple needs a new iPhone release every months to stay competitive cc hblodget"
"irrelevant","mcastanedac ya qutale esa mugrera de Microsoft OS Vamos a dejarla limpia y andando aprovecha el nuevo Ubuntu que jala hasta en cels"
"negative","I did the best of everyone who failed Bill Gate Microsoft"
"neutral","Steve Ballmer Bunch of new Nokia Windows Phones coming next week via esphoneblog wp nokia microsoft"
"positive","dammit listening to siri is making me want to upgrade well played apple"
"neutral","Is it bad if I just want it because its called the icecreamsandwich android sansung google"
"irrelevant","En daar gaan we weer pakt vergrootglas erbij zoeken naar die leuke nieuwe collega vacature microsoft"
"neutral","The great tech battle ft facebook amazon apple and more via fastcompany"
"neutral","Google is introducing GalaxyNexus You can unlock you phone by smile Other then thatget an iPhone"
"irrelevant","RT anfisabreus twitter"
"positive","the nice guy at the apple store replaced my phone gratis when I showed him the hairline crack on the screen thanks apple"
"neutral","I dont see the point of following a news station on twitter if theres breaking news people are gunna tweet about it anyway obvs"
"neutral","Google WebGL Bookcase Google WebGL Bookcase Google developed a WebGL app that shows a D model of a bookcase"
"positive","I like twitter"
"positive","have to finish faster the only way is to google it google D"
"negative","The line at the apple is just STUPID"
"neutral","Why do Linux fanatics want to make Windows less secure linux microsoft"
"neutral","SGarney I put the picture up on twitter I did it cause everyone on twitter is cool and your not getsamanthaofftwittereveryone"
"neutral","Microsoft excludes tablets from its holiday advertising push"
"irrelevant","Google Google und Samsung stellen das Galaxy Nexus und Android Ice Cream Sandwich offiziell vor mobiFlipde"
"positive","RT ahhfuckitsguss twitter can be so useful on letting out your feeling when you cant in the real world"
"irrelevant","El dia de hoy esta muy flojo el Twitter qe pasaa DDDDDDDD la apocalipsis ok no jaja"
"positive","Dostupan SDK WOW RESPECT Google IceCreamSandwich"
"irrelevant","Wordt er al een beetje gebruik gemaakt van google durtevragen"
"irrelevant","SEO VideoSpecifying an images license using RDFa google seo images rdfa"
"neutral","Microsoft Cloud Windows Intune Microsoft Offers Cloud Partners New Incentive calendar year whi TCN"
"neutral","after being on hold with apple for the last mins i really like their music selection of onhold music White Stripes Ray Lamontagne"
"positive","RT SawyerHartman I FUKING LOVE YOU APPLE this phone is the best thing ever SIRI BEST THING EVER MADE"
"irrelevant","Welchen Vorteil bietet G fr Facebook basic Google"
"irrelevant","Welp RT Tree Apple you didnt fall too far from me huh RT NikkiNotNiki Nia Longs mom is gorgeous"
"irrelevant","o RafaArrudaa olha o papel de fundo do meu TWITTER se vai raxa HSAUHSAUASHASUHSUSHAUHSUASHUASHASHUASH"
"irrelevant","Bienvenida al mundo twitter Te quiero mucho Azucena Elidaandrea"
"neutral","Samsung Galaxy Nexus announced full specs available samsung galaxy nexus google android ics thetechcheck"
"neutral","The Great Tech War Of Apple Facebook Google Amazon"
"neutral","Katieec lmao I love it please be on twitter all the time so I have another friend to mention"
"irrelevant","Un pao ms y devBC ser el primer Microsoft Partner Gold en Application Lifecycle Management ALM del pas WIN"
"irrelevant","Vanmiddag woon ik een ETTU evenement over zaakgericht werken met SharePoint bij microsoft op schiphol bij"
"irrelevant","Do not check other site for Ed Hardy Black Long Sl Apple Touch Phones"
"irrelevant","Wordperfect Windows Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft"
"negative","screw you apple iOS I cant download this crap and Im tired of trying Get this problem figured out about my connection timing out"
"neutral","Facebook and Twitter Off"
"neutral","Microsoft CEO SteveBallmer on Not Buying Yahoo Sometimes Youre Lucky"
"irrelevant","Nossa meu BG aqui no Twitter est uma coisa pavorosa preciso recortar essa foto de novo meu rosto ficou todo deformado hahaha"
"neutral","Why Ice Cream Sandwich Might Make Things Worse Google needs to look to Microsoft as an example via pcmag"
"positive","I keep forgettin how much i really like Twitter lol"
"neutral","BlueChipperz This nigga need to go to Twitter JailDAAAYUM DOG lOl"
